g1, 100, 1, 100, 500, sparse_landmarks, random_enemymap, 5, 460, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, -469540
g1, 100, 1, 100, 1250, sparse_landmarks, random_enemymap, 14, 1472, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, -414528
g1, 100, 1, 100, 2000, sparse_landmarks, random_enemymap, 27, 2675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, -335325
g1, 100, 1, 100, 2750, sparse_landmarks, random_enemymap, 35, 3575, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, -286425
g1, 100, 1, 1000, 500, sparse_landmarks, random_enemymap, 49, 366, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 951, -4705634
g1, 100, 1, 1000, 1250, sparse_landmarks, random_enemymap, 171, 1428, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 829, -3972572
g1, 100, 1, 1000, 2000, sparse_landmarks, random_enemymap, 285, 2476, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 715, -3287524
g1, 100, 1, 1000, 2750, sparse_landmarks, random_enemymap, 377, 3330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 623, -2734670
g1, 100, 1, 100, 500, sparse_landmarks, Quadmap, 10, 454, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, -439546
g1, 100, 1, 100, 1250, sparse_landmarks, Quadmap, 23, 1607, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, -360393
g1, 100, 1, 100, 2000, sparse_landmarks, Quadmap, 41, 2543, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, -251457
g1, 100, 1, 100, 2750, sparse_landmarks, Quadmap, 41, 3689, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, -250311
g1, 100, 1, 1000, 500, sparse_landmarks, Quadmap, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1000, -5000000
g1, 100, 1, 1000, 1250, sparse_landmarks, Quadmap, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1000, -5000000
g1, 100, 1, 1000, 2000, sparse_landmarks, Quadmap, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1000, -5000000
g1, 100, 1, 1000, 2750, sparse_landmarks, Quadmap, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1000, -5000000
g1, 100, 1, 100, 500, sparse_landmarks, Structures, 0, 465, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, -499535
g1, 100, 1, 100, 1250, sparse_landmarks, Structures, 2, 1573, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, -486427
g1, 100, 1, 100, 2000, sparse_landmarks, Structures, 8, 2799, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, -449201
g1, 100, 1, 100, 2750, sparse_landmarks, Structures, 30, 3720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, -316280
g1, 100, 1, 1000, 500, sparse_landmarks, Structures, 18, 324, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 982, -4891676
g1, 100, 1, 1000, 1250, sparse_landmarks, Structures, 123, 1530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 877, -4260470
g1, 100, 1, 1000, 2000, sparse_landmarks, Structures, 203, 2579, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 797, -3779421
g1, 100, 1, 1000, 2750, sparse_landmarks, Structures, 294, 3367, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 706, -3232633
g1, 100, 1, 100, 500, sparse_landmarks, Diagonal, 52, 410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, -187590
g1, 100, 1, 100, 1250, sparse_landmarks, Diagonal, 54, 1381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, -174619
g1, 100, 1, 100, 2000, sparse_landmarks, Diagonal, 98, 2251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 90251
g1, 100, 1, 100, 2750, sparse_landmarks, Diagonal, 98, 3353, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 91353
g1, 100, 1, 1000, 500, sparse_landmarks, Diagonal, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 998, -4987996
g1, 100, 1, 1000, 1250, sparse_landmarks, Diagonal, 149, 974, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 851, -4105026
