g1, 11, 1, 1, 50, sparse_landmarks, random_enemymap, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -4955
g1, 11, 1, 1, 100, sparse_landmarks, random_enemymap, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -4900
g1, 11, 1, 1, 150, sparse_landmarks, random_enemymap, 1, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1115
g1, 11, 1, 1, 200, sparse_landmarks, random_enemymap, 1, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1118
g1, 11, 1, 1, 250, sparse_landmarks, random_enemymap, 1, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1118
g1, 11, 1, 12, 50, sparse_landmarks, random_enemymap, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, -60000
g1, 11, 1, 12, 100, sparse_landmarks, random_enemymap, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, -60000
g1, 11, 1, 12, 150, sparse_landmarks, random_enemymap, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, -60000
g1, 11, 1, 12, 200, sparse_landmarks, random_enemymap, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, -60000
g1, 11, 1, 12, 250, sparse_landmarks, random_enemymap, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, -60000
g1, 11, 1, 1, 50, sparse_landmarks, Quadmap, 1, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1044
g1, 11, 1, 1, 100, sparse_landmarks, Quadmap, 1, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1099
g1, 11, 1, 1, 150, sparse_landmarks, Quadmap, 1, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1111
g1, 11, 1, 1, 200, sparse_landmarks, Quadmap, 1, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1118
g1, 11, 1, 1, 250, sparse_landmarks, Quadmap, 1, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1118
g1, 11, 1, 12, 50, sparse_landmarks, Quadmap, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, -60000
g1, 11, 1, 12, 100, sparse_landmarks, Quadmap, 10, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 91
g1, 11, 1, 12, 150, sparse_landmarks, Quadmap, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, -60000
g1, 11, 1, 12, 200, sparse_landmarks, Quadmap, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, -60000
g1, 11, 1, 12, 250, sparse_landmarks, Quadmap, 12, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12108
g1, 11, 1, 1, 50, sparse_landmarks, Structures, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -4955
